timestamp_sec,camera_mode,node_id,inliers,matches,inlier_ratio,hypothesis_ratio,loop_closure_id,wm_size,detection_time_ms,total_time_ms,pos_x,pos_y,yaw,cov_xx,cov_yy,cov_yaw,cov_pos_trace
1774891377.8889039,single,18705,0,0,0.0,0.0,0,977,492.97,507.91,-3.1637,2.5548,2.1463,9999.0,9999.0,9999.0,19998.0
1774891378.8914647,single,18706,0,0,0.0,0.0,0,977,256.73,272.9,-3.1637,2.5549,2.1465,9999.0,9999.0,9999.0,19998.0
1774891380.0920928,single,18707,0,0,0.0,0.0,0,977,153.13,166.16,-3.2047,2.5861,2.1809,9999.0,9999.0,9999.0,19998.0
1774891381.6930294,single,18708,0,0,0.0,0.0,0,977,165.28,175.17,-3.1923,2.5631,2.1833,9999.0,9999.0,9999.0,19998.0
1774891382.8940246,single,18709,0,0,0.0,0.0,0,977,131.57,138.78,-3.2179,2.5896,2.1773,9999.0,9999.0,9999.0,19998.0
1774891383.8949032,single,18710,0,0,0.0,0.0,0,977,136.37,146.45,-3.2175,2.5898,2.1769,9999.0,9999.0,9999.0,19998.0
1774891385.0955472,single,18711,0,0,0.0,0.0,0,977,156.41,164.13,-3.2282,2.5461,2.169,9999.0,9999.0,9999.0,19998.0
1774891386.096382,single,18712,0,0,0.0,0.0,0,977,176.54,192.56,-3.1167,2.3879,2.2463,9999.0,9999.0,9999.0,19998.0
1774891387.0971475,single,18713,0,0,0.0,0.0,0,977,155.62,160.12,-2.9839,2.2293,2.2775,9999.0,9999.0,9999.0,19998.0
1774891388.2309258,single,18714,0,0,0.0,0.0,0,977,214.63,224.57,-2.9535,2.1823,2.3015,9999.0,9999.0,9999.0,19998.0
1774891389.2313008,single,18715,0,0,0.0,0.0,0,977,205.27,213.23,-2.9561,2.1849,2.3021,9999.0,9999.0,9999.0,19998.0
1774891390.3650203,single,18716,0,0,0.0,0.0,0,977,183.03,196.77,-2.958,2.1867,2.3027,9999.0,9999.0,9999.0,19998.0
1774891391.3653686,single,18717,3,24,0.0065,1.0,0,977,215.66,223.59,-2.9636,2.1821,2.301,9999.0,9999.0,9999.0,19998.0
1774891392.4325554,single,18718,3,41,0.0068,1.0,0,977,242.01,249.97,-2.8303,1.9421,1.9112,9999.0,9999.0,9999.0,19998.0
