timestamp_sec,camera_mode,node_id,inliers,matches,inlier_ratio,hypothesis_ratio,loop_closure_id,wm_size,detection_time_ms,total_time_ms,pos_x,pos_y,yaw,cov_xx,cov_yy,cov_yaw,cov_pos_trace
1775861183.8016934,single,2560,0,32,0.0,1.0,0,977,108.81,113.62,-3.0182,2.3385,2.3512,9999.0,9999.0,9999.0,19998.0
1775861184.80259,single,2561,0,30,0.0,1.0,0,977,136.6,145.25,-2.8652,2.198,2.3463,9999.0,9999.0,9999.0,19998.0
1775861185.8034656,single,2562,0,41,0.0,1.0,0,977,174.63,180.39,-2.8255,2.1408,2.2936,9999.0,9999.0,9999.0,19998.0
1775861186.8042588,single,2563,0,29,0.0,1.0,0,977,177.57,182.62,-2.6414,1.9038,1.8493,9999.0,9999.0,9999.0,19998.0
1775861187.80505,single,2564,0,0,0.0,0.0,0,977,245.43,250.48,-2.5731,1.7487,0.5592,9999.0,9999.0,9999.0,19998.0
1775861188.8725705,single,2565,18,106,0.0415,1.0,0,977,189.62,199.34,-2.2196,1.6402,-0.6459,9999.0,9999.0,9999.0,19998.0
1775861189.9400828,single,2566,22,85,0.0554,1.0,0,977,288.06,292.29,-1.9326,1.2483,-1.0387,9999.0,9999.0,9999.0,19998.0
1775861191.1411722,single,2567,0,0,0.0,0.0,0,977,242.46,247.11,-1.6653,0.7834,-1.0728,9999.0,9999.0,9999.0,19998.0
1775861192.1419647,single,2568,34,95,0.0897,0.0,0,977,248.17,260.17,-1.4811,0.3818,-1.259,0.002555,0.004146,0.004242,0.006701
1775861193.2094624,single,2569,29,88,0.0769,0.0,0,977,276.48,282.18,-1.4171,-0.0817,-1.4233,0.002716,0.004033,0.002851,0.006749
1775861194.2769563,single,2570,33,90,0.0833,0.0,0,977,293.97,298.75,-1.3877,-0.5699,-1.4091,0.002429,0.003318,0.001827,0.005746
1775861195.344501,single,2571,63,129,0.1698,0.0,0,977,292.89,302.18,-1.276,-0.9233,-0.9332,0.000488,0.000497,0.001045,0.000985
1775861196.3453512,single,2572,53,94,0.1497,0.0,0,977,370.14,383.78,-0.9727,-1.1042,-0.6761,0.000208,0.000205,0.001213,0.000413
1775861197.4128664,single,2573,0,0,0.0,0.0,0,977,341.28,346.78,-0.6443,-1.2559,-0.4941,0.001208,0.001205,0.002213,0.002413
1775861198.4138825,single,2574,0,0,0.0,0.0,0,977,203.19,208.76,-0.4731,-1.1746,0.3824,0.002208,0.002205,0.003213,0.004413
1775861199.4147778,single,2575,64,128,0.1689,0.0,0,977,226.46,231.59,-0.1112,-0.9646,0.5531,0.002113,0.002392,0.001714,0.004506
1775861200.4155126,single,2576,60,119,0.1617,0.0,0,977,285.35,291.8,0.2661,-0.7566,0.585,0.002491,0.002953,0.001372,0.005444
1775861201.416239,single,2577,75,105,0.2038,0.0,0,977,275.34,281.73,0.6342,-0.514,0.7227,0.003052,0.003701,0.001553,0.006753
1775861202.483602,single,2578,69,99,0.1792,0.0,0,977,275.01,282.05,0.975,-0.1955,0.7818,0.003081,0.003695,0.001205,0.006776
1775861203.5508835,single,2579,49,87,0.1293,0.0,0,977,226.37,231.5,1.3038,0.1741,0.9923,0.001622,0.001754,0.001323,0.003376
1775861204.5514386,single,2580,66,113,0.1553,1.0,546,977,223.05,232.63,1.4866,0.5658,1.1576,0.002005,0.002202,0.001324,0.004208
1775861205.6186662,single,2581,91,139,0.2446,1.0,546,977,203.01,210.78,1.6034,1.0231,1.3601,0.001562,0.001649,0.00137,0.003211
1775861206.6193333,single,2582,44,84,0.131,1.0,547,977,211.44,215.81,1.6913,1.4037,1.4962,0.000464,0.000507,0.000979,0.000971
1775861207.686877,single,2583,35,64,0.0967,1.0,394,977,229.39,234.35,1.6855,1.7088,2.2368,0.000367,0.000366,0.000844,0.000733
1775861208.6874657,single,2584,29,76,0.0895,1.0,398,977,289.96,295.6,1.7115,1.7397,2.5476,0.001341,0.001343,0.001538,0.002684
1775861209.6880894,single,2585,0,0,0.0,0.0,0,977,229.16,233.68,1.7094,1.7385,2.5397,0.001341,0.001343,0.001538,0.002684
