timestamp_sec,camera_mode,node_id,inliers,matches,inlier_ratio,hypothesis_ratio,loop_closure_id,wm_size,detection_time_ms,total_time_ms,pos_x,pos_y,yaw,cov_xx,cov_yy,cov_yaw,cov_pos_trace
1775683472.4039814,double,20158,0,0,0.0,0.0,0,977,229.45,251.04,-3.1161,2.6188,2.238,0.008115,0.008228,0.009022,0.016343
1775683473.9390306,double,20159,0,0,0.0,0.0,0,977,135.91,145.83,-3.116,2.619,2.238,0.008115,0.008228,0.009022,0.016343
1775683475.0063608,double,20160,0,0,0.0,0.0,0,977,144.13,156.83,-3.1592,2.5444,2.2618,9999.0,9999.0,9999.0,19998.0
1775683476.0736215,double,20161,0,0,0.0,0.0,0,977,144.03,157.39,-3.1592,2.5445,2.2624,9999.0,9999.0,9999.0,19998.0
1775683477.2743294,double,20162,0,0,0.0,0.0,0,977,155.43,162.38,-3.1674,2.551,2.2665,9999.0,9999.0,9999.0,19998.0
1775683478.4083068,double,20163,0,0,0.0,0.0,0,977,133.64,145.16,-3.1656,2.5491,2.2668,9999.0,9999.0,9999.0,19998.0
1775683479.47567,double,20164,0,0,0.0,0.0,0,977,136.12,141.45,-3.1616,2.5418,2.2677,9999.0,9999.0,9999.0,19998.0
1775683481.0768654,double,20165,3,20,0.0071,1.0,0,977,147.83,169.86,-3.0277,2.3577,2.3416,9999.0,9999.0,9999.0,19998.0
1775683482.1441913,double,20166,0,0,0.0,0.0,0,977,276.83,291.42,-2.8592,2.1735,2.3318,9999.0,9999.0,9999.0,19998.0
1775683483.2783086,double,20167,0,0,0.0,0.0,0,977,242.46,255.67,-2.855,2.1696,2.3573,9999.0,9999.0,9999.0,19998.0
1775683484.4124343,double,20168,0,0,0.0,0.0,0,977,178.85,188.85,-2.8616,2.1736,2.3617,9999.0,9999.0,9999.0,19998.0
1775683485.5466397,double,20169,0,0,0.0,0.0,0,977,214.91,223.59,-2.867,2.176,2.3707,9999.0,9999.0,9999.0,19998.0
1775683486.548186,double,20170,3,26,0.0067,1.0,0,977,200.35,205.01,-2.6964,2.0109,2.5933,9999.0,9999.0,9999.0,19998.0
1775683487.5503943,double,20171,3,31,0.007,1.0,0,977,299.77,316.77,-2.4224,1.8437,-2.9353,9999.0,9999.0,9999.0,19998.0
1775683488.6848648,double,20172,4,26,0.0092,1.0,0,977,222.69,234.97,-2.3505,1.5573,-1.2001,9999.0,9999.0,9999.0,19998.0
1775683489.8856854,double,20173,0,0,0.0,0.0,0,977,214.63,223.88,-2.0274,1.1442,-0.904,9999.0,9999.0,9999.0,19998.0
1775683490.9530432,double,20174,0,0,0.0,0.0,0,977,354.69,385.25,-1.7306,0.7579,-0.9899,9999.0,9999.0,9999.0,19998.0
1775683492.0202947,double,20175,3,38,0.0066,1.0,0,977,340.95,350.02,-1.5045,0.3241,-1.2175,9999.0,9999.0,9999.0,19998.0
1775683493.0208669,double,20176,17,55,0.0371,1.0,0,977,441.57,464.3,-1.4051,-0.0993,-1.3464,9999.0,9999.0,9999.0,19998.0
1775683494.088153,double,20177,13,49,0.0286,1.0,0,977,382.12,389.26,-1.3106,-0.5566,-1.2456,9999.0,9999.0,9999.0,19998.0
1775683495.088796,double,20178,16,62,0.0357,1.0,0,977,426.17,451.74,-1.2146,-0.7303,-0.9216,9999.0,9999.0,9999.0,19998.0
1775683496.2894366,double,20179,24,108,0.0549,1.0,0,977,298.07,319.35,-1.0965,-0.7857,-0.7265,9999.0,9999.0,9999.0,19998.0
1775683497.556768,double,20180,0,0,0.0,0.0,0,977,320.53,329.35,-1.1008,-0.8284,-0.8881,9999.0,9999.0,9999.0,19998.0
1775683498.557418,double,20181,0,0,0.0,0.0,0,977,301.03,306.2,-1.0691,-0.9747,-0.9319,9999.0,9999.0,9999.0,19998.0
1775683499.6248062,double,20182,0,0,0.0,0.0,0,977,298.95,316.45,-0.884,-1.1512,-0.6707,9999.0,9999.0,9999.0,19998.0
1775683500.6921654,double,20183,0,0,0.0,0.0,0,977,298.73,331.44,-0.6462,-1.2385,-0.5933,9999.0,9999.0,9999.0,19998.0
1775683501.7595344,double,20184,0,0,0.0,0.0,0,977,261.5,266.24,-0.4093,-1.2455,0.0432,9999.0,9999.0,9999.0,19998.0
