timestamp_sec,camera_mode,node_id,inliers,matches,inlier_ratio,hypothesis_ratio,loop_closure_id,wm_size,detection_time_ms,total_time_ms,pos_x,pos_y,yaw,cov_xx,cov_yy,cov_yaw,cov_pos_trace
1775862120.1206613,single,3468,0,0,0.0,0.0,0,977,244.15,249.69,-3.1668,2.5359,2.2718,9999.0,9999.0,9999.0,19998.0
1775862121.1218717,single,3469,0,22,0.0,1.0,0,977,87.97,94.36,-3.1725,2.5261,2.2737,9999.0,9999.0,9999.0,19998.0
1775862122.122498,single,3470,0,21,0.0,1.0,0,977,147.03,152.66,-3.0731,2.3908,2.3635,9999.0,9999.0,9999.0,19998.0
1775862123.1900434,single,3471,0,25,0.0,1.0,0,977,130.25,137.93,-2.8996,2.202,2.3543,9999.0,9999.0,9999.0,19998.0
1775862124.257358,single,3472,0,26,0.0,1.0,0,977,193.5,198.2,-2.8289,2.1659,2.3423,9999.0,9999.0,9999.0,19998.0
1775862125.2579393,single,3473,0,22,0.0,1.0,0,977,210.38,215.75,-2.7684,2.0737,2.4298,9999.0,9999.0,9999.0,19998.0
1775862126.327471,single,3474,19,62,0.0466,1.0,0,977,201.31,207.88,-2.4585,1.8488,2.9562,9999.0,9999.0,9999.0,19998.0
1775862127.328075,single,3475,0,42,0.0,1.0,0,977,207.73,214.61,-2.3061,1.7359,-1.8908,9999.0,9999.0,9999.0,19998.0
1775862128.3951135,single,3476,35,87,0.0803,1.0,0,977,214.81,219.66,-2.1386,1.3895,-1.0896,9999.0,9999.0,9999.0,19998.0
1775862129.3955781,single,3477,0,0,0.0,0.0,0,977,288.42,292.85,-1.8733,1.0459,-1.0034,9999.0,9999.0,9999.0,19998.0
1775862130.3960109,single,3478,31,84,0.0787,0.0,0,977,253.66,257.9,-1.6815,0.7834,-1.0503,0.002736,0.002774,0.002731,0.00551
1775862131.396384,single,3479,31,103,0.0833,0.0,0,977,259.59,267.08,-1.5372,0.389,-1.2262,0.003308,0.003633,0.002628,0.00694
1775862132.396755,single,3480,29,61,0.0697,0.0,0,977,264.19,275.78,-1.4276,-0.1416,-1.3028,0.000502,0.000495,0.001466,0.000997
1775862133.3971393,single,3481,51,123,0.1238,0.0,0,977,300.84,306.81,-1.3723,-0.5666,-1.2656,0.00091,0.000992,0.001361,0.001902
1775862134.3975732,single,3482,66,150,0.1765,0.0,0,977,300.06,311.67,-1.3083,-0.8337,-1.0766,0.000538,0.000547,0.001062,0.001085
1775862135.3981519,single,3483,45,104,0.1114,0.0,0,977,350.4,354.86,-1.0189,-1.0527,-0.6988,0.000362,0.000399,0.001143,0.000761
1775862136.3997908,single,3484,29,70,0.0838,0.0,0,977,302.93,308.9,-0.8517,-1.1909,-0.5304,0.000246,0.000306,0.001636,0.000552
1775862137.4004126,single,3485,0,0,0.0,0.0,0,977,274.08,278.98,-0.5457,-1.2628,-0.0538,0.001246,0.001306,0.002636,0.002552
1775862138.4011717,single,3486,36,79,0.0965,0.0,0,977,177.68,183.01,-0.1836,-1.0558,0.5065,0.001152,0.001318,0.001579,0.00247
1775862139.4018793,single,3487,58,100,0.1495,0.0,0,977,286.71,293.03,0.1789,-0.802,0.6304,0.001407,0.001692,0.001755,0.003098
1775862140.4027076,single,3488,64,96,0.1783,0.0,0,977,204.8,212.0,0.535,-0.574,0.691,0.002209,0.00281,0.00156,0.005019
1775862141.469913,single,3489,70,98,0.1813,0.0,0,977,218.01,223.34,0.8852,-0.2667,0.714,0.002864,0.003786,0.00146,0.00665
1775862142.4719293,single,3490,78,112,0.2,1.0,370,977,198.13,202.57,1.1964,0.0686,0.936,0.003082,0.003913,0.001725,0.006995
1775862143.4727738,single,3491,55,80,0.1273,1.0,371,977,163.42,167.9,1.3778,0.4491,1.1695,0.002354,0.00257,0.001394,0.004924
1775862144.4735415,single,3492,67,113,0.1745,1.0,546,977,207.29,214.3,1.5826,0.8485,1.2492,0.002072,0.00219,0.001378,0.004262
1775862145.5410326,single,3493,49,74,0.1335,1.0,546,977,207.17,213.93,1.7492,1.3602,1.3619,0.000464,0.000483,0.001127,0.000947
1775862146.541838,single,3494,31,54,0.0891,1.0,547,977,230.19,235.65,1.7419,1.6914,2.0532,0.000598,0.000593,0.000803,0.001191
1775862147.543011,single,3495,36,86,0.1184,1.0,398,977,252.01,257.93,1.7533,1.7143,2.4653,0.000595,0.000616,0.001453,0.001211
1775862148.610482,single,3496,0,0,0.0,0.0,0,977,222.48,226.78,1.7486,1.7089,2.4957,0.000595,0.000616,0.001453,0.001211
