timestamp_sec,camera_mode,node_id,inliers,matches,inlier_ratio,hypothesis_ratio,loop_closure_id,wm_size,detection_time_ms,total_time_ms,pos_x,pos_y,yaw,cov_xx,cov_yy,cov_yaw,cov_pos_trace
1775686534.2432537,double,22939,0,0,0.0,0.0,0,977,140.58,146.41,-3.1054,2.5631,2.1809,0.007778,0.007848,0.008102,0.015626
1775686535.3108568,double,22940,0,0,0.0,0.0,0,977,371.27,381.09,-3.1053,2.5632,2.1806,0.007778,0.007848,0.008102,0.015626
1775686536.6457179,double,22941,0,0,0.0,0.0,0,977,183.53,209.35,-3.1856,2.5663,2.2212,9999.0,9999.0,9999.0,19998.0
1775686537.646393,double,22942,0,0,0.0,0.0,0,977,154.77,167.3,-3.1855,2.5664,2.2216,9999.0,9999.0,9999.0,19998.0
1775686538.9140005,double,22943,0,0,0.0,0.0,0,977,168.31,175.74,-3.2089,2.5783,2.214,9999.0,9999.0,9999.0,19998.0
1775686539.91446,double,22944,4,23,0.0091,1.0,0,977,183.06,194.38,-3.2039,2.5736,2.2159,9999.0,9999.0,9999.0,19998.0
1775686540.9820518,double,22945,14,53,0.031,1.0,0,977,198.32,209.63,-3.2005,2.5689,2.2193,9999.0,9999.0,9999.0,19998.0
1775686542.51628,double,22946,0,0,0.0,0.0,0,977,255.71,273.05,-3.1043,2.4111,2.2818,9999.0,9999.0,9999.0,19998.0
1775686543.517117,double,22947,0,0,0.0,0.0,0,977,244.05,269.35,-2.9483,2.2229,2.2826,9999.0,9999.0,9999.0,19998.0
1775686544.5179696,double,22948,0,0,0.0,0.0,0,977,245.2,252.13,-2.8658,2.1672,2.2816,9999.0,9999.0,9999.0,19998.0
1775686545.718717,double,22949,0,0,0.0,0.0,0,977,229.15,242.67,-2.8681,2.1706,2.2837,9999.0,9999.0,9999.0,19998.0
1775686546.7860792,double,22950,3,27,0.0068,1.0,0,977,177.56,185.8,-2.7981,2.0479,2.1126,9999.0,9999.0,9999.0,19998.0
1775686547.8533905,double,22951,3,21,0.0074,1.0,0,977,289.86,295.06,-2.6504,1.7774,1.2672,9999.0,9999.0,9999.0,19998.0
1775686548.854221,double,22952,3,27,0.0064,1.0,0,977,208.4,219.06,-2.436,1.7621,-0.2993,9999.0,9999.0,9999.0,19998.0
1775686549.9886298,double,22953,9,63,0.0195,1.0,0,977,239.12,254.65,-2.0651,1.4673,-0.7066,9999.0,9999.0,9999.0,19998.0
1775686550.9904957,double,22954,3,34,0.0067,1.0,0,977,403.96,420.83,-1.8012,1.116,-0.927,9999.0,9999.0,9999.0,19998.0
1775686552.1919065,double,22955,10,83,0.0238,1.0,0,977,359.35,385.86,-1.571,0.6432,-1.2061,9999.0,9999.0,9999.0,19998.0
1775686553.1927302,double,22956,13,72,0.03,1.0,0,977,297.57,303.76,-1.4767,0.2073,-1.3264,9999.0,9999.0,9999.0,19998.0
1775686554.1936033,double,22957,25,119,0.0575,1.0,0,977,396.64,406.69,-1.4166,-0.2593,-1.389,9999.0,9999.0,9999.0,19998.0
1775686555.1945333,double,22958,27,168,0.0615,0.0,0,977,472.57,492.3,-1.2841,-0.8371,-1.193,0.014719,0.014775,0.001143,0.029495
1775686556.2622397,double,22959,30,145,0.0694,0.0,0,977,533.95,545.0,-1.0504,-1.1494,-0.853,0.000328,0.000347,0.000816,0.000675
1775686557.2632883,double,22960,0,0,0.0,0.0,0,977,454.1,461.89,-0.6801,-1.3203,-0.4485,0.001328,0.001347,0.001816,0.002675
1775686558.264309,double,22961,34,99,0.0879,0.0,0,977,284.09,292.48,-0.3093,-1.2812,0.2786,0.002474,0.002823,0.002328,0.005297
1775686559.2653189,double,22962,37,133,0.0941,0.0,0,977,246.9,257.23,0.0802,-1.0139,0.6482,0.001696,0.001756,0.001167,0.003453
1775686560.2667372,double,22963,37,112,0.0856,1.0,369,977,365.95,392.13,0.4359,-0.7015,0.7309,0.001845,0.00203,0.001002,0.003875
1775686561.3341732,double,22964,49,140,0.1192,1.0,542,977,305.56,316.04,0.7816,-0.3801,0.7368,0.002381,0.002813,0.00121,0.005194
1775686562.4014316,double,22965,38,100,0.1022,1.0,370,977,458.86,472.29,1.1295,-0.0601,0.8764,0.002232,0.002553,0.001188,0.004785
1775686563.4687161,double,22966,27,72,0.0628,1.0,0,977,312.14,329.45,1.3935,0.3144,1.0764,0.003159,0.003711,0.001824,0.006871
1775686564.469217,double,22967,46,103,0.1095,1.0,546,977,390.59,403.83,1.53,0.6934,1.2523,0.002764,0.002989,0.001358,0.005752
1775686565.6698081,double,22968,35,106,0.09,1.0,372,977,326.76,339.21,1.6684,1.2794,1.3682,0.00054,0.000562,0.001119,0.001102
1775686566.9377255,double,22969,59,149,0.163,1.0,547,977,406.31,415.0,1.6899,1.7083,2.0939,0.000164,0.000156,0.000804,0.00032
1775686567.9383821,double,22970,26,88,0.0798,1.0,398,977,385.51,396.19,1.7525,1.6968,2.4683,0.000817,0.000834,0.001287,0.001651
1775686568.9419756,double,22971,0,0,0.0,0.0,0,977,330.42,338.56,1.7621,1.6925,2.4856,0.000817,0.000834,0.001287,0.001651
