timestamp_sec,camera_mode,node_id,inliers,matches,inlier_ratio,hypothesis_ratio,loop_closure_id,wm_size,detection_time_ms,total_time_ms,pos_x,pos_y,yaw,cov_xx,cov_yy,cov_yaw,cov_pos_trace
1775861255.6651886,single,2629,0,31,0.0,1.0,0,977,226.62,245.07,-2.8755,2.216,2.347,9999.0,9999.0,9999.0,19998.0
1775861256.7328818,single,2630,0,0,0.0,0.0,0,977,190.22,203.3,-2.8474,2.1634,2.3407,9999.0,9999.0,9999.0,19998.0
1775861257.8673584,single,2631,0,0,0.0,0.0,0,977,138.94,143.38,-2.6081,1.8853,2.0608,9999.0,9999.0,9999.0,19998.0
1775861258.868258,single,2632,0,13,0.0,1.0,0,977,190.74,195.26,-2.493,1.6352,0.9966,9999.0,9999.0,9999.0,19998.0
1775861259.869163,single,2633,0,39,0.0,1.0,0,977,195.56,199.87,-2.2388,1.6447,-0.5038,9999.0,9999.0,9999.0,19998.0
1775861260.870037,single,2634,0,23,0.0,1.0,0,977,243.73,250.0,-1.9596,1.3344,-0.969,9999.0,9999.0,9999.0,19998.0
1775861261.9377017,single,2635,0,26,0.0,1.0,0,977,287.06,291.58,-1.7526,0.9468,-1.0954,9999.0,9999.0,9999.0,19998.0
1775861262.938759,single,2636,11,55,0.0289,1.0,0,977,256.78,263.71,-1.5294,0.5516,-1.1861,9999.0,9999.0,9999.0,19998.0
1775861264.00647,single,2637,37,72,0.0918,1.0,0,977,268.45,278.8,-1.4278,0.0813,-1.3488,9999.0,9999.0,9999.0,19998.0
1775861265.007376,single,2638,33,97,0.0846,0.0,0,977,248.66,254.85,-1.3493,-0.4538,-1.3746,0.002239,0.002325,0.002709,0.004564
1775861266.0082924,single,2639,48,116,0.1345,0.0,0,977,306.44,313.89,-1.2971,-0.8458,-1.152,0.00113,0.001148,0.001422,0.002278
1775861267.0092034,single,2640,63,121,0.1591,0.0,0,977,335.18,340.72,-1.0488,-1.0484,-0.7843,0.00029,0.000274,0.001147,0.000564
1775861268.0101125,single,2641,36,85,0.0984,0.0,0,977,329.83,335.27,-0.7441,-1.2316,-0.5861,0.001242,0.001354,0.001592,0.002596
1775861269.011025,single,2642,46,72,0.1538,0.0,0,977,164.4,168.88,-0.5656,-1.2348,-0.0338,0.000354,0.000355,0.001645,0.000709
1775861270.0123963,single,2643,52,108,0.1387,0.0,0,977,183.14,188.11,-0.1774,-1.0576,0.4227,0.001214,0.001374,0.001192,0.002588
1775861271.0801482,single,2644,61,116,0.1627,0.0,0,977,221.66,225.98,0.2285,-0.8067,0.5848,0.001816,0.002174,0.001145,0.00399
1775861272.0813913,single,2645,61,93,0.1631,0.0,0,977,231.97,236.98,0.5986,-0.5148,0.7411,0.001795,0.002081,0.001267,0.003876
1775861273.082212,single,2646,72,99,0.1832,0.0,0,977,219.29,223.99,0.9121,-0.2204,0.7664,0.002279,0.002716,0.001434,0.004995
1775861274.149877,single,2647,57,84,0.1436,1.0,370,977,207.92,211.97,1.2414,0.0959,0.9516,0.002355,0.0027,0.001167,0.005055
1775861275.2174692,single,2648,57,90,0.1307,1.0,545,977,185.66,191.84,1.4368,0.5284,1.1701,0.001244,0.001294,0.001254,0.002539
1775861276.2851756,single,2649,62,104,0.1615,1.0,372,977,217.12,225.07,1.6067,0.9607,1.3125,0.001612,0.001683,0.001303,0.003295
1775861277.2859423,single,2650,48,88,0.1301,1.0,546,977,218.15,223.37,1.6812,1.4546,1.3878,0.001013,0.001133,0.001551,0.002146
1775861278.3534694,single,2651,40,60,0.1105,1.0,394,977,254.26,261.54,1.6946,1.7143,2.1724,0.000754,0.000751,0.001037,0.001505
1775861279.3543053,single,2652,39,84,0.1144,1.0,398,977,259.33,268.04,1.7707,1.6621,2.5552,0.000908,0.000933,0.001609,0.001841
1775861280.3551269,single,2653,0,0,0.0,0.0,0,977,244.09,250.35,1.7693,1.6534,2.5707,0.000908,0.000933,0.001609,0.001841
