timestamp_sec,camera_mode,node_id,inliers,matches,inlier_ratio,hypothesis_ratio,loop_closure_id,wm_size,detection_time_ms,total_time_ms,pos_x,pos_y,yaw,cov_xx,cov_yy,cov_yaw,cov_pos_trace
1775861323.3275566,single,2695,0,24,0.0,1.0,0,977,205.55,214.43,-2.9108,2.2148,2.3037,9999.0,9999.0,9999.0,19998.0
1775861324.3282633,single,2696,0,20,0.0,1.0,0,977,183.7,193.66,-2.8159,2.0897,2.1747,9999.0,9999.0,9999.0,19998.0
1775861325.3290908,single,2697,0,36,0.0,1.0,0,977,203.15,210.45,-2.6635,1.8387,1.5984,9999.0,9999.0,9999.0,19998.0
1775861326.3298807,single,2698,0,0,0.0,0.0,0,977,179.03,184.78,-2.5115,1.7539,0.002,9999.0,9999.0,9999.0,19998.0
1775861327.3307185,single,2699,0,39,0.0,1.0,0,977,226.24,235.04,-2.2018,1.5923,-0.7291,9999.0,9999.0,9999.0,19998.0
1775861328.3314514,single,2700,6,70,0.0138,1.0,0,977,278.13,284.42,-1.9054,1.2202,-0.9167,9999.0,9999.0,9999.0,19998.0
1775861329.465822,single,2701,0,19,0.0,1.0,0,977,305.78,310.75,-1.6805,0.7858,-1.1906,9999.0,9999.0,9999.0,19998.0
1775861330.4670572,single,2702,33,112,0.0848,1.0,0,977,333.95,345.96,-1.5312,0.3963,-1.3213,9999.0,9999.0,9999.0,19998.0
1775861331.4677958,single,2703,25,64,0.0619,0.0,0,977,324.85,330.4,-1.3797,-0.1403,-1.3343,0.000719,0.000715,0.001457,0.001433
1775861332.5351756,single,2704,38,103,0.0964,0.0,0,977,359.98,365.24,-1.3302,-0.6087,-1.3807,0.001204,0.001341,0.001452,0.002545
1775861333.53587,single,2705,33,82,0.0948,0.0,0,977,304.51,309.89,-1.2837,-0.8559,-1.278,0.00069,0.000733,0.001514,0.001423
1775861334.5365453,single,2706,46,109,0.124,0.0,0,977,337.61,341.88,-1.1199,-0.9878,-0.9427,0.000612,0.000645,0.001428,0.001258
1775861335.5372367,single,2707,40,78,0.1053,0.0,0,977,302.53,306.98,-0.7842,-1.2134,-0.7029,0.000265,0.000448,0.00136,0.000712
1775861336.5379918,single,2708,0,0,0.0,0.0,0,977,318.94,327.9,-0.5631,-1.3061,-0.3315,0.001265,0.001448,0.00236,0.002712
1775861337.738989,single,2709,40,77,0.1278,0.0,0,977,260.54,270.25,-0.3928,-1.2056,0.4025,0.002309,0.002472,0.001806,0.004781
1775861338.806415,single,2710,68,133,0.1894,0.0,0,977,193.1,200.49,0.007,-0.9184,0.5712,0.001293,0.001375,0.001359,0.002669
1775861339.8071196,single,2711,50,93,0.1319,0.0,0,977,227.22,231.88,0.3672,-0.6914,0.5761,0.001791,0.002031,0.001597,0.003822
1775861340.807899,single,2712,68,106,0.1828,0.0,0,977,216.67,221.32,0.7257,-0.4505,0.6499,0.002574,0.003098,0.00118,0.005672
1775861341.8753943,single,2713,65,95,0.1733,0.0,0,977,174.21,178.66,1.0784,-0.1103,0.8428,0.00168,0.001818,0.001204,0.003498
1775861342.9429197,single,2714,62,107,0.1462,1.0,0,977,203.23,208.56,1.3453,0.2711,1.0495,0.002365,0.002632,0.001742,0.004996
1775861343.9437053,single,2715,59,100,0.1395,1.0,546,977,173.29,179.66,1.5349,0.6538,1.2452,0.00279,0.003055,0.001573,0.005845
1775861345.0111792,single,2716,77,115,0.2194,1.0,372,977,226.69,232.81,1.632,1.1249,1.4356,0.002138,0.002278,0.001348,0.004416
1775861346.0790358,single,2717,29,68,0.0861,1.0,395,977,219.73,225.56,1.7118,1.5606,1.6864,0.001125,0.001138,0.001046,0.002263
1775861347.0798752,single,2718,42,108,0.1273,1.0,398,977,265.52,271.46,1.7168,1.7223,2.3502,0.000226,0.000203,0.000948,0.000429
1775861348.1474156,single,2719,39,80,0.123,1.0,398,977,249.17,254.96,1.768,1.7329,2.5154,0.000202,0.000241,0.001228,0.000443
