timestamp_sec,camera_mode,node_id,inliers,matches,inlier_ratio,hypothesis_ratio,loop_closure_id,wm_size,detection_time_ms,total_time_ms,pos_x,pos_y,yaw,cov_xx,cov_yy,cov_yaw,cov_pos_trace
1775687051.8353815,double,23409,0,0,0.0,0.0,0,977,142.39,147.73,-3.0772,2.5717,2.2665,0.008055,0.008068,0.008274,0.016123
1775687053.3699446,double,23410,0,0,0.0,0.0,0,977,314.11,343.39,-3.0771,2.5717,2.2666,0.008055,0.008068,0.008274,0.016123
1775687054.5042236,double,23411,0,0,0.0,0.0,0,977,174.89,183.52,-3.0769,2.5719,2.2671,0.008055,0.008068,0.008274,0.016123
1775687055.7718601,double,23412,0,0,0.0,0.0,0,977,150.52,159.58,-3.0768,2.572,2.267,0.008055,0.008068,0.008274,0.016123
1775687056.7725847,double,23413,0,0,0.0,0.0,0,977,166.04,178.59,-3.0767,2.572,2.2672,0.008055,0.008068,0.008274,0.016123
1775687057.773461,double,23414,0,0,0.0,0.0,0,977,123.75,130.2,-3.0765,2.5722,2.2669,0.008055,0.008068,0.008274,0.016123
1775687058.774305,double,23415,0,0,0.0,0.0,0,977,132.2,142.85,-3.0764,2.5723,2.2668,0.008055,0.008068,0.008274,0.016123
1775687059.8419385,double,23416,0,0,0.0,0.0,0,977,129.34,140.79,-3.0762,2.5725,2.2668,0.008055,0.008068,0.008274,0.016123
1775687060.909519,double,23417,3,39,0.0071,1.0,0,977,153.43,159.57,-3.1579,2.5423,2.2901,9999.0,9999.0,9999.0,19998.0
1775687061.910291,double,23418,3,33,0.0072,1.0,0,977,186.94,196.88,-3.1578,2.5424,2.2898,9999.0,9999.0,9999.0,19998.0
1775687062.9114466,double,23419,0,0,0.0,0.0,0,977,152.37,160.98,-3.1457,2.5278,2.2908,9999.0,9999.0,9999.0,19998.0
1775687064.2459807,double,23420,0,0,0.0,0.0,0,977,150.21,160.85,-3.1632,2.547,2.2832,9999.0,9999.0,9999.0,19998.0
1775687065.2468247,double,23421,0,0,0.0,0.0,0,977,175.06,181.47,-3.1626,2.5477,2.283,9999.0,9999.0,9999.0,19998.0
1775687066.2474904,double,23422,0,0,0.0,0.0,0,977,144.07,150.65,-3.1616,2.5159,2.283,9999.0,9999.0,9999.0,19998.0
1775687067.4485152,double,23423,3,26,0.0067,1.0,0,977,266.5,277.17,-2.986,2.3189,2.3533,9999.0,9999.0,9999.0,19998.0
1775687068.44932,double,23424,3,35,0.0066,1.0,0,977,307.36,321.57,-2.8595,2.1743,2.3288,9999.0,9999.0,9999.0,19998.0
1775687069.4501405,double,23425,3,24,0.0068,1.0,0,977,260.31,270.13,-2.868,2.158,2.3699,9999.0,9999.0,9999.0,19998.0
1775687070.4509094,double,23426,3,36,0.0068,1.0,0,977,276.39,286.53,-2.6708,1.9374,2.3515,9999.0,9999.0,9999.0,19998.0
1775687071.451746,double,23427,3,30,0.0069,1.0,0,977,326.79,333.29,-2.4769,1.6764,1.9424,9999.0,9999.0,9999.0,19998.0
1775687072.5868158,double,23428,0,0,0.0,0.0,0,977,307.85,320.97,-2.3716,1.4635,0.5479,9999.0,9999.0,9999.0,19998.0
1775687073.6550467,double,23429,4,27,0.0097,1.0,0,977,274.41,282.66,-2.0409,1.3735,-0.7649,9999.0,9999.0,9999.0,19998.0
1775687074.789485,double,23430,10,67,0.0221,1.0,0,977,313.07,335.34,-1.7731,0.9666,-1.1096,9999.0,9999.0,9999.0,19998.0
1775687075.8573132,double,23431,39,168,0.0888,1.0,0,977,380.88,391.01,-1.5491,0.5602,-1.2979,9999.0,9999.0,9999.0,19998.0
1775687076.9250288,double,23432,0,0,0.0,0.0,0,977,384.04,393.47,-1.4759,0.1089,-1.4074,9999.0,9999.0,9999.0,19998.0
1775687077.9255033,double,23433,0,0,0.0,0.0,0,977,331.81,340.21,-1.4227,-0.3093,-1.4665,9999.0,9999.0,9999.0,19998.0
1775687078.9927533,double,23434,0,0,0.0,0.0,0,977,328.33,333.89,-1.3735,-0.7183,-1.2862,9999.0,9999.0,9999.0,19998.0
1775687080.3269262,double,23435,20,151,0.0442,0.0,0,977,350.1,357.03,-0.9203,-1.1408,-0.7477,0.0006,0.000615,0.001488,0.001214
1775687081.4607985,double,23436,0,0,0.0,0.0,0,977,434.09,454.43,-0.6657,-1.2957,-0.6325,0.0016,0.001615,0.002488,0.003214
1775687082.4613404,double,23437,0,0,0.0,0.0,0,977,258.85,264.65,-0.4316,-1.271,0.1413,0.0026,0.002615,0.003488,0.005214
1775687083.5290895,double,23438,52,182,0.1256,1.0,368,977,245.32,252.13,-0.0161,-0.9961,0.5953,0.00258,0.002979,0.002151,0.005558
1775687084.530353,double,23439,36,115,0.0889,1.0,369,977,296.73,305.21,0.3196,-0.7322,0.661,0.003011,0.003627,0.001313,0.006638
1775687085.5975423,double,23440,39,98,0.1013,0.0,0,977,333.27,353.06,0.6578,-0.4498,0.7205,0.003099,0.003636,0.001405,0.006735
1775687086.5980487,double,23441,58,121,0.1358,1.0,370,977,302.74,339.64,1.0141,-0.1795,0.7628,0.003347,0.003944,0.001175,0.007291
1775687087.9320624,double,23442,39,102,0.0947,1.0,0,977,360.79,367.57,1.3653,0.2864,1.0459,0.003433,0.003906,0.001568,0.00734
1775687088.9330776,double,23443,34,89,0.0825,1.0,372,977,283.78,297.27,1.5105,0.6968,1.1794,0.003011,0.003249,0.001438,0.00626
1775687090.0007386,double,23444,62,153,0.1566,1.0,546,977,313.56,323.78,1.6543,1.1798,1.3769,0.001021,0.001036,0.001119,0.002057
1775687091.068276,double,23445,56,111,0.1564,1.0,395,977,268.16,284.04,1.7166,1.6004,1.7366,0.000636,0.000635,0.000971,0.001272
1775687092.1360538,double,23446,46,120,0.1299,1.0,394,977,329.74,339.99,1.7335,1.7097,2.3752,0.000265,0.000236,0.001001,0.000501
1775687093.1369872,double,23447,30,93,0.0893,1.0,398,977,277.41,285.27,1.7431,1.7289,2.5349,0.000888,0.00088,0.001164,0.001768
