plan_id,pose_index,x,y
1,0,-3.1019,2.6049
1,1,-3.0666,2.5549
1,2,-3.0321,2.5049
1,3,-2.9989,2.4549
1,4,-2.9667,2.4049
1,5,-2.9348,2.3549
1,6,-2.9021,2.3049
1,7,-2.8677,2.2549
1,8,-2.8314,2.2049
1,9,-2.7934,2.1549
1,10,-2.7545,2.1049
1,11,-2.7154,2.0549
1,12,-2.6768,2.0049
1,13,-2.6391,1.9549
1,14,-2.6019,1.9049
2,0,-3.1019,2.6049
2,1,-3.0666,2.5549
2,2,-3.0321,2.5049
2,3,-2.9989,2.4549
2,4,-2.9667,2.4049
2,5,-2.9348,2.3549
2,6,-2.9021,2.3049
2,7,-2.8677,2.2549
2,8,-2.8314,2.2049
2,9,-2.7934,2.1549
2,10,-2.7545,2.1049
2,11,-2.7154,2.0549
2,12,-2.6768,2.0049
2,13,-2.6391,1.9549
2,14,-2.6019,1.9049
3,0,-3.1019,2.6049
3,1,-3.0666,2.5549
3,2,-3.0321,2.5049
3,3,-2.9989,2.4549
3,4,-2.9667,2.4049
3,5,-2.9348,2.3549
3,6,-2.9021,2.3049
3,7,-2.8677,2.2549
3,8,-2.8314,2.2049
3,9,-2.7934,2.1549
3,10,-2.7545,2.1049
3,11,-2.7154,2.0549
3,12,-2.6768,2.0049
3,13,-2.6391,1.9549
3,14,-2.6019,1.9049
4,0,-3.1019,2.6049
4,1,-3.0666,2.5549
4,2,-3.0321,2.5049
4,3,-2.9989,2.4549
4,4,-2.9667,2.4049
4,5,-2.9348,2.3549
4,6,-2.9021,2.3049
4,7,-2.8677,2.2549
4,8,-2.8314,2.2049
4,9,-2.7934,2.1549
4,10,-2.7545,2.1049
4,11,-2.7154,2.0549
4,12,-2.6768,2.0049
4,13,-2.6391,1.9549
4,14,-2.6019,1.9049
5,0,-3.1019,2.6049
5,1,-3.0666,2.5549
5,2,-3.0321,2.5049
5,3,-2.9989,2.4549
5,4,-2.9667,2.4049
5,5,-2.9348,2.3549
5,6,-2.9021,2.3049
5,7,-2.8677,2.2549
5,8,-2.8314,2.2049
5,9,-2.7934,2.1549
5,10,-2.7545,2.1049
5,11,-2.7154,2.0549
5,12,-2.6768,2.0049
5,13,-2.6391,1.9549
5,14,-2.6019,1.9049
6,0,-3.1019,2.6049
6,1,-3.0666,2.5549
6,2,-3.0321,2.5049
6,3,-2.9989,2.4549
6,4,-2.9667,2.4049
6,5,-2.9348,2.3549
6,6,-2.9021,2.3049
6,7,-2.8677,2.2549
6,8,-2.8314,2.2049
6,9,-2.7934,2.1549
6,10,-2.7545,2.1049
6,11,-2.7154,2.0549
6,12,-2.6768,2.0049
6,13,-2.6391,1.9549
6,14,-2.6019,1.9049
7,0,-3.1019,2.6049
7,1,-3.0666,2.5549
7,2,-3.0321,2.5049
7,3,-2.9989,2.4549
7,4,-2.9667,2.4049
7,5,-2.9348,2.3549
7,6,-2.9021,2.3049
7,7,-2.8677,2.2549
7,8,-2.8314,2.2049
7,9,-2.7934,2.1549
7,10,-2.7545,2.1049
7,11,-2.7154,2.0549
7,12,-2.6768,2.0049
7,13,-2.6391,1.9549
7,14,-2.6019,1.9049
8,0,-3.1019,2.6049
8,1,-3.0666,2.5549
8,2,-3.0321,2.5049
8,3,-2.9989,2.4549
8,4,-2.9667,2.4049
8,5,-2.9348,2.3549
8,6,-2.9021,2.3049
8,7,-2.8677,2.2549
8,8,-2.8314,2.2049
8,9,-2.7934,2.1549
8,10,-2.7545,2.1049
8,11,-2.7154,2.0549
8,12,-2.6768,2.0049
8,13,-2.6391,1.9549
8,14,-2.6019,1.9049
9,0,-3.1019,2.6049
9,1,-3.0666,2.5549
9,2,-3.0321,2.5049
9,3,-2.9989,2.4549
9,4,-2.9667,2.4049
9,5,-2.9348,2.3549
9,6,-2.9021,2.3049
